catalog_number,location
31327,"Mine Georg, Willroth, Altenkirchen, Rhineland-Palatinate, Germany"
31330,"Morvan-Massiv, Burgund, France"
31331,"Nohfelden, St. Wendel, Saarland, Germany"
31333,"Tecomah, Box Elder County, Utah, USA"
31338,"Brunnenberg, Rüthi,St. Gallen, Switzerland"
31347,"Valle di Blenio, Semione, Ticino, Switzerland"
32745,"Quarry Bettenberg/Gausmet, Seewen, Solothurn, Switzerland"
32750,"Piz Martegnas, Riom-Parsonz, Grisons, Switzerland"
32752,"Château Chinon, Nièvre, France"
32760,"Pfeffingen, Albstadt, Baden-Württemberg, Germany"
32773,"Stbr. Pargätzi, Solothurn, Jura, Switzerland"
32777,"unterer Quarry, Münchenstein, Basel-Landschaft, Switzerland"
32784,aus einem Zahn
32789,"Gelterkinden, Basel-Landschaft, Switzerland"
32806,"Endenburg b. Schlächtenhaus, Steinen, Lörrach, Baden-Württemberg, Germany"
32808,"Gabler Eck near Sulzburg, Müllheim, Freiburg, Baden-Württemberg, Germany"
32816,"1 km nördl. Gächlingen, Schaffhausen, Switzerland"
32818,"Lago di Luzzone, Aquila, Switzerland"
32829,"Ragazertobel, Bad Ragaz, St. Gallen, Switzerland"
32852,"Elba, Livorno, Italy"
32863,"Schindlergang near Mine Teufelsgrund, Muldenbach, Belchen, Untermünstertal, Freiburg, Baden-Württemberg, Germany"
32875,"Laurion (Lavrion), Attiki, Greece"
32879,"Jechtingen, Sasbach, Kaiserstuhl, Freiburg, Baden-Württemberg, Germany"
32889,"Horní Slavkov (Schlaggenwald), Karlovarský kraj, Czech Republic"
32914,"Princess Mine, Moina, Tasmania, Australia"
32915,"Rosebery, Tasmania, Australia"
32916,"Punta del Aguila, Playa Blanca, Lanzarote, Kanarische Inseln, Spain"
32917,"Ohio Pit, Imperial Heights, Baraga County, Michigan, USA"
32920,"Blaton, Hennegau (Hainaut), Belgium"
32921,"Kouroudiaha Fateme Mine, Senegal"
32922,"Arhbar, Bou Azzer, Ouarzazate, Morocco"
32925,"Sulfur Bank Mine, Clear Lake, Lake County, California, USA"
32927,"Bachman Mine, Hellertown, Northampton County, Pennsylvania, USA"
32934,"Altermannfels, Sehringen, Badenweiler, Freiburg, Baden-Württemberg, Germany"
32940,"Jeffrey Mine, Asbestos, Québec, Canada"
32944,"Brompton Lake, Québec, Canada"
32945,"Bear Lake, Litchfield, Québec, Canada"
32946,"Bernardsville, Somerset County, New Jersey, USA"
32948,"Pizzo Marcio, Val Vigezzo, Verbano-Cusio-Ossola, Italy"
32949,"Les Marécottes, Salvan, Valais, Switzerland"
32951,"Magnet Cove, Hot Springs County, Arkansas, USA"
32955,"Rum Jungle, Northern Territory, Australia"
32956,"Owl Creek, Copper Falls, Keweenaw County, Michigan, USA"
32958,"Rheinufer near Istein, Lörrach, Baden-Württemberg, Germany"
32971,"Wawa, Ontario, Canada"
32982,"Kalksteinbruch in Mont-sur-Marchienne, Charleroi, Hennegau (Hainaut), Belgium"
32984,"Bimsgrube am Wingertsberg, Niedermendig, Mendig, Rhineland-Palatinate, Germany"
32985,"Bimsgrube ""in den Dellen"", Niedermendig, Mendig, Rhineland-Palatinate, Germany"
32987,"Neubaugebiet Vogelberg, Einsingen, Ulm, Baden-Württemberg, Germany"
32989,"Tom's Quarry, Kapunda, South Australia, Australia"
32991,"Sir Dominic Mine, Flinders Ranges, South Australia, Australia"
32992,"Mineral Hill, Talingaboolba, New South Wales, Australia"
32993,"Klemm's Quarry, Moculta, South Australia, Australia"
32994,"Iron Monarch Mine, Iron Knob, South Australia, Australia"
32995,"Poona Mine, Moonta, South Australia, Australia"
33000,"Daydream Mine, Broken Hill, New South Wales, Australia"
33003,"Colebrook Hill, Tasmania, Australia"
33005,"Arkaroola, South Australia, Australia"
33006,"Touisit, Morocco"
33007,"Naslawice, Niederschlesien (Dolnoslaskie), Poland"
33010,"Mine Stahlberg, Müsen, Siegen-Wittgenstein, North Rhine-Westphalia, Germany"
33012,"Üdersdorf, Vulkaneifel, Rhineland-Palatinate, Germany"
33013,"Wasenalp, Ried-Brig, Valais, Switzerland"
33014,"White Pine Mine, White Pine, Ontonagon County, Michigan, USA"
33015,"Llano County, Texas, USA"
33016,"Clear Creek Road, San Benito County, California, USA"
33020,"Minerva No. 1 Mine, Cave-in-Rock, Hardin County, Illinois, USA"
33022,"Emmons Quarry, Greenwood, Oxford County, Maine, USA"
33024,"Big Lue Mountain, Green Lee County, Arizona, USA"
33026,"Baustelle an Route 110, Stratford, Fairfield County, Connecticut, USA"
33028,"Drahana, Madagascar"
33030,"Clear Creek, New Idria, San Benito County, California, USA"
33031,"Mashamba West Mine, Katanga (Shaba), Demokratische Republik Congo (Zaire)"
33032,"Hayes Ledges, Noyes M., Greenwood, Oxford County, Maine, USA"
33033,"Spruce Claim, King County, Washington, USA"
33035,"Copper Falls, Keweenaw County, Michigan, USA"
33036,"Allouez Mine, Allouez, Keweenaw County, Michigan, USA"
33037,"Avant, Shady, Polk County, Arkansas, USA"
33043,"Lodwar Area, Kenya"
33045,"Varsi, Parma, Italy"
33050,"Kunar, Afghanistan"
33051,"Mine Henderson II, Chibougamau, Quebec Canada"
33057,"Bourg d'Oison, Isère, Rhone-Alpes, France"
33100,"Galicia, Spain"
33103,"Kleinhüningen, Basel, Basel-Stadt, Switzerland"
33105,"Schwykehle b. Ried, Silenen, Uri, Switzerland"
33118,"aus altem Mine beim Bristensee, Silenen, Uri, Switzerland"
33121,Tschechoslowakei
33126,"Enkenstein, Schopfheim, Lörrach, Baden-Württemberg, Germany"
33143,"Moanda, Haut-Ogooué Province, Gabon"
33149,"Nordende Biancagletscher/Glatscher da Bianca, Medel (Lucomagn), Grisons, Switzerland"
33157,"Metcalf Mine, Clifton, Greenlee County, Arizona, USA"
33162,"Kleine Fontanne, Romoos, Lucerne, Switzerland"
33181,"Rowley Mine, Theba, Maricopa County, Arizona, USA"
33186,"Camp Bird Mine, Ouray, Ouray County, Colorado, USA"
33194,"Orpierre, Alpes-de-Haute-Provence, France"
33197,"Burkheim, Vogtsburg, Kaiserstuhl, Freiburg, Baden-Württemberg, Germany"
33202,"Baia Sprie, Maramureş, Romania"
33214,"Mtoko, Mashonaland, Zimbabwe"
33222,"im Gespält, Quarry Orismühle, Seltisberg, Basel-Landschaft, Switzerland"
33223,"Grand View Mine, Coconino County, Arizona, USA"
33224,"Ruchegg, Wintersingen, Basel-Landschaft, Switzerland"
33227,Shanguluwe
33228,"Kearsarge Mine, Kearsarge, Keweenaw County, Michigan, USA"
33229,"Höwenegg, Engen, Hegau, Konstanz, Baden-Württemberg, Germany"
33238,"Alpe di Carì, Campello, Ticino, Switzerland"
33244,"Beura, Verbano-Cusio-Ossola, Italy"
33274,"Acherwiese, Wunsiedel-Schönbrunn, Bavaria, Germany"
33277,"Schalbach, Sarganser Land, St. Gallen, Switzerland"
33278,"Alpen nördl. v. Domodossola, Italy"
33283,"Tälligrat, Ofenhorn, Binn, Valais, Switzerland"
33287,"Quarry Holden, Zunzgen, Basel-Landschaft, Switzerland"
33291,"Antwerpen, Antwerpen, Belgium"
33292,"Lenzerheide, Grisons, Switzerland"
33300,"Amersid, Morocco"
33310,"Gambarogno, Gerra, Ticino, Switzerland"
33313,"Chigangoni, Kenya"
33318,"St. Gotthard, Uri/Ticino, Switzerland"
33321,"Chetaibi, Algeria"
33324,"Kraftwerk Stein-Säckingen (Bad Säckingen), Waldshut, Baden-Württemberg, Germany"
33329,"Erfoud, Er Rachidia, Morocco"
33339,"Panasqueras, Spain"
33342,"Thürnerflue, Thürnen, Basel-Landschaft, Switzerland"
33346,"Ettringer Bellerberg, Mayen, Rhineland-Palatinate, Germany"
33347,"Strasse Seewen-Ziefen, Solothurn/Basel-Landschaft, Switzerland"
33348,"Munifeld ob Nuglar-St. Pantaleon, Solothurn, Switzerland"
33349,"Figuig, Morocco"
33353,"Francon Quarry, Montréal, Quebec, Canada"
33356,"Furkatunnel South, Valais, Switzerland"
33358,"Udias, Kantabrien, Spain"
33359,"Gorno, Ponte Nossa, Bergamo, Italy"
33360,"McKenzie Pass, Lane County, Oregon, USA"
33361,"Grants, Cibola County, New Mexico, USA"
33362,"Zircon Mine, Saranac Lake, Wilberforce, Ontario, Canada"
33363,"Likasi, Katanga (Shaba), Demokratische Republik Congo (Zaire)"
33368,"Adit Calmut, Tujetsch, Grisons, Switzerland"
33370,"Furkabasistunnel West, Valais, Switzerland"
33371,"Feldbach Fäldbach, Binn, Valais, Switzerland"
33373,"Peterson Mine, Gogebic County, Michigan, USA"
33374,"Joplin, Jasper County, Missouri, USA"
33376,"Asbestos, Québec, Canada"
33377,"Musonoi, Katanga (Shaba), Demokratische Republik Congo (Zaire)"
33380,"St. Ulrich, Freiburg, Baden-Württemberg, Germany"
33386,"Tafone Mine, Manciano, Grosseto, Italy"
33387,"Adventure mine, Greenland, Ontonagon County, Michigan, USA"
33388,"Tri State District, Jasper County/Newton County, Missouri, USA"
33390,"Demix Quarry, Mont Saint-Hilaire, Québec, Canada"
33391,"Ongania, SW-Afrika"
33393,"Badloch, Orberg-Schelingen, Kaiserstuhl, Freiburg, Baden-Württemberg, Germany"
33394,"Quarry Kührangen, Erbendorf, Tirschenreuth, Bavaria, Germany"
33395,"St. Priest, Massif Central, France"
33399,"Passo Vanit, Prato (Leventina), Ticino, Switzerland"
33401,"Zuni Mine, Silverton, San Juan County, Colorado, USA"
33402,"Pint's Quarry, Ramond, Black Hawk County, Iowa, USA"
33403,"Myler Mine, Majuba Hill, Pershing County, Nevada, USA"
33408,"Salm-Château, Luxembourg Province, Belgium"
33409,"Horquahala, Yuma County, Arizona, USA"
33411,"Kop Daglari, Erzurum, Ostanatolien, Turkey"
33414,"Fortellino, Livorno, Italy"
33416,"Defiance Mine, Yuma County, Arizona, USA"
33417,"Jacksonville, Tuolumne County, California, USA"
33425,"Mt. Laurel, New Jersey, USA"
33428,"Vesuv, Napoli, Italy"
33432,"Bou Skour, Ouarzazate, Morocco"
33436,"Ussel, Corrèze, France"
33437,"Asbestos, Estrie, Québec, Canada"
33440,"Quimper, Finistère, France"
33441,"Hurley, Iron County, Wisconsin, USA"
33443,"Mohawk Mine, Mohawk Hill, San Bernardino County, California, USA"
33451,"Sidelengletscher, Oberalp, Uri, Switzerland"
33454,"Mine Rappenloch, Eisenbach, Freiburg, Baden-Württemberg, Germany"
33455,"Biermann Quarry, Bethel, Fairfield County, Connecticut, USA"
33456,"Clinton, Greenlee County, Arizona, USA"
33457,"Dallas Gem Mine, San Benito County, California, USA"
33458,"Kambove, Katanga (Shaba), Demokratische Republik Congo (Zaire)"
33459,"Nasik, Maharashtra, India"
33462,"San Felipe, Baja Califonia Norte, Mexico"
33465,"Furka-Strassentunnel, Oberwald, Valais, Switzerland"
33467,"Seebachsee, Salzburg, Austria"
33468,"Heidarvatn, Breidalsheidi, Iceland"
33471,"Keystone, USA"
33473,"Taquaral, Minas Gerais, Barasilien"
33476,"Amelia Mine, Rancho Naranjo, Baja California Sur, Mexico"
33482,"Silverton, San Juan County, Colorado, USA"
33483,"Hamilton, Hancock County, Illinois USA"
33484,"Bisbee, Cochise County, Arizona, USA"
33485,"Spruce Pine, Mitchell County, North Carolina, USA"
33487,"Mina la Farola, Copiapo, Atacama, Chile"
33489,"Katzenbuckel, Waldbrunn, Neckar-Odenwald-Kreis, Baden-Württemberg, Germany"
33492,"Lumumbashi, Zaire"
33501,"Halls Gap, Lincoln County, Kentucky, USA"
33506,"Gruyères, Fribourg, Switzerland"
33509,"Ernen, Valais, Switzerland"
33513,"Basalt-Steinbruch Üdersdorf, Rhineland-Palatinate, Germany"
33515,"Scimfuss (Scinfüs), Airolo, Ticino, Switzerland"
33519,"Cervandone (Cherbadung), Valle Devero, Verbano-Cusio-Ossola, Italy"
33523,"Hualien, Taiwan"
33526,"Gotthard-Strassentunnel ca. 2200 m ab NP, Andermatt, Uri, Switzerland"
33530,"Jenisberg, Filisur, Grisons, Switzerland"
33535,"Castasegna, Grisons Switzerland"
33536,"Sandbalmhöhle, Göschenen, Uri, Switzerland"
33550,"Allschwil, Basel-Landschaft, Switzerland"
33555,"Marmorerasee/Lai da Marmorera, Marmorera, Grisons, Switzerland"
33562,"Chipman Brook, Nova Scotia, Canada"
33567,"Plaun Schlaus, Tujetsch, Grisons, Switzerland"
33569,"St. Barthélémy near St. Maurice, Valais, Switzerland"
33571,"Waratah, Tasmania, Australia"
33572,"Shinkolobwe, Katanga (Shaba), Demokratische Republik Congo (Zaire)"
33577,"Venice Salt Dome, Plaquemines Parish, Louisiana, USA"
33579,"Saarland, Germany"
33581,"Pyrolusite Pit, Alberta, Baraga County, Michigan, USA"
33582,"Nathrop Ruby Mountain, Nathrop, Chaffee County, Colorado, USA"
33583,Zambia
33584,"Bösingfeld, Extertal, Lippe, North Rhine-Westphalia, Germany"
33586,"Whitsmith near Strontian, North West Highlands (Argyllshire), Scotland"
33592,"Calumet, Dickinson County, Michigan, USA"
33593,"Gries, Ulrichen, Valais, Switzerland"
33594,"Feng Tien Mine, Taipei, Taiwan"
33597,"Mokopane (Potgietersrus), Limpopo Province, South Africa"
33598,"Zinnwald, Altenberg, Saxony, Germany"
33600,"Bendigo, Victoria, Australia"
33602,"Kimberley, Northern Cape Province, South Africa"
33605,"Saint-Marcel, Val d'Aosta, Italy"
33609,"Rib Mountain, Wausau, Marathon County, Wisconsin, USA"
33614,"Les Trappistes, Vollèges, Valais, Switzerland"
33615,"Rock Iceland Dam, Douglas and Chelan County, Washington, USA"
33617,"Tulloch Mine, Rockvale, New South Wales, Australia"
33620,"Unanderra, New South Wales, Australia"
33621,"Herchenberg, Brugbrohl, Ahrweiler, Rhineland-Palatinate, Germany"
33622,"Berufjordur, Sudur-Mulasysla, Iceland"
33627,"Newry, Oxford County, Maine, USA"
33629,"Gipssteinbruch Zeglingen, Basel-Landschaft, Switzerland"
33631,"Wallaroo, South Australia, Australia"
33632,"Pismire Knolls, Thomas Range, Juab County, Utah, USA"
33635,"Relltal, Vorarlberg, Austria"
33636,"Gunnedah, New South Wales, Australia"
33637,"Montreal Mine, Iron County, Wisconsin, USA"
33640,"Chessy, France"
33641,"Mackenheim, Abtsteinach, Damrstadt, Hesse, Germany"
33645,"Oahu Iceland, Honolulu County, Hawaii, USA"
33646,"Carn Brea, Cornwall, England"
33647,"Etrembières, Haute-Savoie, France"
33661,"Ogdensburg, Sussex County, New Jersey, USA"
33667,"Dundas, Tasmania, Australia"
33670,"Lake George, Park County, Colorado, USA"
33672,"Wiesen, Grisons, Switzerland"
33674,"Swambo, Katanga (Shaba), Demokratische Republik Congo (Zaire)"
33675,"Sta. Coloma, Spain"
33676,"Taylor Creek, Sierra County, New Mexico, USA"
33678,"Quartzite, Arizona, USA"
33680,"Hanauma Bay, Oahu Iceland, Honolulu County, Hawaii, USA"
33682,"Mountain City Mine, Mountain City, Elko County, Nevada, USA"
33685,"Dogwater Mine, Araipa, Graham County, Arizona, USA"
33688,"East Alligator River, Northern Territory, Australia"
33692,"Eden Mills, Orleans & Lamoille Counties, Vermont, USA"
33693,"Ace of Diamonds Mine, Liberty, Kittitas County, Washington, USA"
33694,"Mogok, Mandalay Division, Burma (Myanmar)"
33695,"Reaphook Hill, Flinders Ranges, South Australia, Australia"
33707,"Mohawk Mine, Keweenaw County, Michigan, USA"
33708,"Blow River, Yukon Territory, Canada"
33715,"Jet, Alfalfa County, Oklahoma, USA"
33716,"Obsidian Cliffs, Lane County, Oregon, USA"
33719,"Grand Reef Mine, Graham County, Arizona, USA"
33726,"Eagle Mine, Gilman, Eagle County, Colorado, USA"
33727,"Gold Hill Mine, Gold Hill, Tooele County, Utah, USA"
33729,"Bluebell Mine, Chiricahua Mts, Cochise County, Arizona, USA"
33732,"Wausau Pluton (# 160), Rib Mountain, Marathon County, Wisconsin, USA"
33745,"Lanakai Hill, Oahu Iceland, Honolulu County, Hawaii, USA"
33746,"OK Mine, Beaver Lake Mountains, Beaver County, Utah, USA"
33751,"Summit Lake Mine, Stettin, Marathon County, Wisconsin, USA"
33763,"Alberta, Baraga County, Michigan, USA"
33765,"Black River Falls, Jackson County, Wisconsin, USA"
33768,"Copper Basin, Arizona, USA"
33771,"Hamburg Mine, Yuma County, Arizona, USA"
33776,"Indian Mountain, Cherokee County, Alabama, USA"
33777,"Garland County, Arkansas, USA"
33778,"Kelly Mine, Socorro County, New Mexico, USA"
33781,"Strontian, North West Highlands (Argyllshire), Scotland"
33790,"Sernftal, Matt, Glarus, Switzerland"
33799,"Homberg, Hägendorf, Solothurn, Switzerland"
33800,"Rickenbach, Basel-Landschaft, Switzerland"
33811,"Ghiacciaio di Valleggia (Valleggiagletscher), Bedretto, Ticino, Switzerland"
33823,"La Rasse, Evionnaz, Valais, Switzerland"
33825,"Murgtal, Quarten, St. Gallen, Switzerland"
33826,"Cyklopeninsel near Sizilien, Italy"
33828,"Levane, Arezzo, Italy"
33835,"Sorbier, Saint-Etienne, Loire, France"
33841,"Čehovice (Tschehowitz), Olomoucký kraj, Czech Republic"
33844,"Ohlsbach, Freiburg, Baden-Württemberg, Germany"
33845,"Barbarastollen, Muldenbach, Belchen, Untermünstertal, Freiburg, Baden-Württemberg, Germany"
33858,"Berner Jura, Switzerland"
33859,"Scharans, Grisons, Switzerland"
33865,"La Trappe, Oka, Québec, Canada"
33868,"Malcantone, Breno, Ticino, Switzerland"
33879,"Furka-Strassentunnel South, Valais, Switzerland"
33880,"Middleville, Herkimer County, New York, USA"
33883,"Wolf Creek Pass, Mineral County, Colorado, USA"
33884,"Cima di Vazzeda, Stampa, Grisons, Switzerland"
33885,"Mines les Farges, Corriège, France"
33898,"Obergoms, Valais, Switzerland"
33901,"Filone degli Scherzi, Fossa Marcinello, S. Piero in Campo, Elba, Livorno, Italy"
33902,"Mesabi Range, St. Louis County, Minnesota, USA"
33905,"Nye, Nye-County, Nevada, USA"
33906,"Vekol Mine, Kohatk, Pinal County, Arizona, USA"
33912,"Clear Springs Mine, Homeland, Polk County, Florida, USA"
33917,"Wausau Pluton, Rib Mountain, Marathon County, Wisconsin, USA"
33918,"Groveland Mine, Randville, Dickinson County, Michigan, USA"
33920,"Grant's Canyon, Valencia County, New Mexico, USA"
33923,"Brosso, Torino, Italy"
33926,"Goble, Columbia County, Oregon, USA"
33927,"Tom O' Brien's Property, Stettin, Marathon County, Wisconsin, USA"
33931,"White Raven Mine, Boulder County, Colorado, USA"
33935,"Cuchillo Parado, Chihuahua, Mexico"
33936,"San Rafael Swell, Emery County, Utah, USA"
33938,"Schnettes Quarry, Rib Mountain, Wausau, Marathon County, Wisconsin, USA"
33947,"östl. v. Marina di Campo, Livorno, Italy"
33948,"Beach Creek, Grant County, Oregon, USA"
33950,"Oxefeld (Ochsenfeld), Binn, Valais, Switzerland"
33952,"San Genaro, Castrovirreyna,  Huancavelica, Peru"
33959,"Gredetsch, Mund,  Valais, Switzerland"
33960,"Cwm Orog Mine, Llangynog, Powys, Wales"
33963,"Rio Marina, Valcacci, Elba, Livorno, Italy"
33971,"Lago della Vacca, Breno, Brescia, Italy"
33976,"Kabwe (Broken Hill), Central Province, Zambia"
33983,"Mine Albert near Werth, Stolberg, Aachen, North Rhine-Westphalia, Germany"
33985,"Mine Diepenlinchen, Stolberg, Aachen, North Rhine-Westphalia, Germany"
33988,"Maubacher Bleiberg, Hürtgenwald, Düren, North Rhine-Westphalia, Germany"
33990,"Mosinee Hill, Marathon County, Wisconsin, USA"
33991,"Zunkers Quarry, Rib Mountain, Marathon County, Wisconsin, USA"
33997,"Sötenich, Eifel, Germany"
34006,"Cerro de los Remedios, Durango, Mexico"
34007,"Brown's Gem Prospect, Rum Jungle, Northern Territory, Australia"
34008,"15 km von Milgun Station, Western Australia, Australia"
34010,"Uchuchacua, Peru"
34011,"Barberton, Mpumalanga Province, South Africa"
34012,"Tasilaqbucht, Greenland"
34013,"Cuneo, Italy"
34024,"Stockenboi, Kärnten, Austria"
34026,"Lei Yuan, Hebei, China"
34029,"Green River Gorge, Franklin, King County, Washington, USA"
34035,"Tscha Mille, Anarak Dacht-e-Kerir, Iran"
34038,"Moräne Bodengletscher (unterer Teil des Gornergletschers), Zermatt, Valais, Switzerland"
34045,"Strasse Binn-Heiligkreuz, Binn, Valais, Switzerland"
34049,"Küttigen, Aargau, Jura, Switzerland"
34051,"Büelen, Ormalingen, Basel-Landschaft, Switzerland"
34061,"Val Bedretto, Ticino, Switzerland"
34062,"Bodengletscher (unterer Teil des Gornergletschers), Zermatt, Valais, Switzerland"
34064,"Kiesdepot Firma FBB-Frischbeton, Dillhus, Bauma, Zürich, Switzerland"
34065,"Dreislar, Medebach, Arnsberg, North Rhine-Westphalia, Germany"
34068,"Mine Hull, Yuma County, Arizona, USA"
34075,"Huercal Overa, Almerìa, Spain"
34080,"Hof Erlimoos, Trimbach, Solothurn, Switzerland"
34089,"Adelaide Mine, Dundas, Tasmania, Australia"
34093,"Little Falls, Passaic County, New Jersey, USA"
34097,"Quarry Hünersedel (Hühnersedel), Elzach, Freiburg, Baden-Württemberg, Germany"
34098,"Pierre Pertuis, Tavannes, Bern, Switzerland"
34100,"Nicolet, Québec, Canada"
34109,"Harvard Quarry, Noyes Mt., Greenwood, Oxford County, Maine, USA"
34110,"Vulcan Quarry, Manassas, Prince William County, Virginia, USA"
34112,"Roberts Mine, Cuyuna Range, Crow Wing County, Minnesota, USA"
34114,"San Xavier Mine, Sierrita Mountains, Pima County, Arizona, USA"
34116,"Fairview, Teller County, Colorado, USA"
34117,"Tasminex Mine, Hampshire, Tasmania, Australia"
34118,"Nevada Creek, Tasmania, Australia"
34119,"Cape Grim, Tasmania, Australia"
34121,"Mount Lyell Mine, Tasmania, Australia"
34123,"Mount Bischoff Mine, Waratah, Tasmania, Australia"
34124,"Luina, Tasmania, Australia"
34125,"Bashen Quarry, Tasmania, Australia"
34126,"Bihain, Vielsalm, Luxembourg, Belgium"
34130,"Summit Peak, Oregon, USA"
34131,"Perkiomenville, Montgomery County, Pennsylvania, USA"
34135,"Altermannfels, Sehringen, Badenweiler, Freiburg, Baden-Württemberg,  Germany"
34142,"Stoneco Quarry, Maybee, Monroe County, Michigan, USA"
34143,"Maybee, Monroe County, Michigan, USA"
34144,"Nikitova Mine, Donezk (Donetsk) Oblast, Ukraine"
34151,"Old Reliable Mine, Mammoth, Pinal County, Arizona, USA"
34153,"Los Pedros Corallitos, Chihuahua, Mexico"
34154,"alte Alaunmine, Intschi, Gurtnellen, Uri, Switzerland"
34156,"Alpe Rosso, Orcesco, Val Vigezzo, Province Novara, Italy"
34159,"Wallace Stone Company Quarry, Pigeon, Huron County, Michigan, USA"
